console,console_common_name,game_title,category_1,category_2,multiplayer,core_name,console_dir,game_file,m3u,category_1_mgl,category_2_mgl,multiplayer_mgl,top_console_mgl,console_mgl,hash,download_url
MegaDrive,Genesis,Generations Lost,,,,MegaDrive,MegaDrive,"Generations Lost (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Generations Lost.mgl,_Waian's Picks/_All Games by Console/_Genesis/Generations Lost.mgl,86af34198a8c67bd92fb03241d14861b2a9e270a,
MegaDrive,Genesis,Ghostbusters,,,,MegaDrive,MegaDrive,Ghostbusters (World) (v1.1).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Ghostbusters.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ghostbusters.mgl,6fceffee406679c0c8221a8b6cfad447695e99fb,
MegaDrive,Genesis,G-LOC Air Battle,,,,MegaDrive,MegaDrive,G-LOC Air Battle (World).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/G-LOC Air Battle.mgl,_Waian's Picks/_All Games by Console/_Genesis/G-LOC Air Battle.mgl,81bb08c4080ca9a8af65597d1c7b11ce902c8d9e,
MegaDrive,Genesis,Granada,,,,MegaDrive,MegaDrive,"Granada (Japan, USA) (v1.1).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Granada.mgl,_Waian's Picks/_All Games by Console/_Genesis/Granada.mgl,4eb8bbdb9ee8adcefaa202281cb88c19970437f7,
MegaDrive,Genesis,Grind Stormer,,,,MegaDrive,MegaDrive,Grind Stormer (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Grind Stormer.mgl,_Waian's Picks/_All Games by Console/_Genesis/Grind Stormer.mgl,8f93445e2d0b1798f680dda26a3d31f8aee88f01,
MegaDrive,Genesis,Growl,,,,MegaDrive,MegaDrive,Growl (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Growl.mgl,_Waian's Picks/_All Games by Console/_Genesis/Growl.mgl,63a08057fe9fd489590f39c5c06709266f625ab0,
MegaDrive,Genesis,Haunting Starring Polterguy,,,,MegaDrive,MegaDrive,"Haunting Starring Polterguy (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Haunting Starring Polterguy.mgl,_Waian's Picks/_All Games by Console/_Genesis/Haunting Starring Polterguy.mgl,d6227ef00fdded9184676edf5dd2f6cae9b244a5,
MegaDrive,Genesis,Hellfire,,,,MegaDrive,MegaDrive,Hellfire (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Hellfire.mgl,_Waian's Picks/_All Games by Console/_Genesis/Hellfire.mgl,9a91bef8a07f709e1f79f8519da79eac34d1796d,
MegaDrive,Genesis,High Seas Havoc,,,,MegaDrive,MegaDrive,High Seas Havoc (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/High Seas Havoc.mgl,_Waian's Picks/_All Games by Console/_Genesis/High Seas Havoc.mgl,0dc1969098716ba332978b89356f62961417682b,
MegaDrive,Genesis,Insector X,,,,MegaDrive,MegaDrive,Insector X (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Insector X.mgl,_Waian's Picks/_All Games by Console/_Genesis/Insector X.mgl,4f4ecff167d5ada699b0b1d4b0e547b5ed9964d5,
MegaDrive,Genesis,International Superstar Soccer Deluxe,,,,MegaDrive,MegaDrive,International Superstar Soccer Deluxe (Europe).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/International Superstar Soccer Deluxe.mgl,_Waian's Picks/_All Games by Console/_Genesis/International Superstar Soccer Deluxe.mgl,ccc60352b43f8c3d536267dd05a8f2c0f3b73df6,
MegaDrive,Genesis,James Bond 007 - The Duel,,,,MegaDrive,MegaDrive,James Bond 007 - The Duel (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/James Bond 007 - The Duel.mgl,_Waian's Picks/_All Games by Console/_Genesis/James Bond 007 - The Duel.mgl,847de1168bf737ac7faa4f77eb0749738014ed87,
MegaDrive,Genesis,James Pond II - Codename Robocod,,,,MegaDrive,MegaDrive,"James Pond II - Codename Robocod (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/James Pond II - Codename Robocod.mgl,_Waian's Picks/_All Games by Console/_Genesis/James Pond II - Codename Robocod.mgl,e00c9ab1f22aeed3031ed9dd985539aa6e31a7a4,
MegaDrive,Genesis,Jewel Master,,,,MegaDrive,MegaDrive,Jewel Master (World) (Rev A).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Jewel Master.mgl,_Waian's Picks/_All Games by Console/_Genesis/Jewel Master.mgl,9a6e4ca71546e798e1c98e78c4ab72aba46374c5,
MegaDrive,Genesis,Joe & Mac,,,,MegaDrive,MegaDrive,Joe & Mac (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Joe & Mac.mgl,_Waian's Picks/_All Games by Console/_Genesis/Joe & Mac.mgl,d238ecdbc76affb0b92946a1ee984399b6e8fe27,
MegaDrive,Genesis,Jungle Strike,,,,MegaDrive,MegaDrive,"Jungle Strike (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Jungle Strike.mgl,_Waian's Picks/_All Games by Console/_Genesis/Jungle Strike.mgl,7a7568e39341b1bb218280ee05c2b37c273317b5,
MegaDrive,Genesis,Jurassic Park - Rampage Edition,,,,MegaDrive,MegaDrive,"Jurassic Park - Rampage Edition (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Jurassic Park - Rampage Edition.mgl,_Waian's Picks/_All Games by Console/_Genesis/Jurassic Park - Rampage Edition.mgl,535c78d91f76302a882d69ff40b3d0f030a5b6ae,
MegaDrive,Genesis,Kid Chameleon,2D Platformer,,False,MegaDrive,MegaDrive,"Kid Chameleon (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Kid Chameleon (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Kid Chameleon.mgl,_Waian's Picks/_All Games by Console/_Genesis/Kid Chameleon.mgl,28b904000b2863b6760531807760b571f1a5fc1d,
MegaDrive,Genesis,King's Bounty - The Conqueror's Quest,,,,MegaDrive,MegaDrive,"King's Bounty - The Conqueror's Quest (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/King's Bounty - The Conqueror's Quest.mgl,_Waian's Picks/_All Games by Console/_Genesis/King's Bounty - The Conqueror's Quest.mgl,32f90806f44a0bd1d65d84ceeb644681b9cee967,
MegaDrive,Genesis,Lemmings 2 - The Tribes,Puzzle,,False,MegaDrive,MegaDrive,Lemmings 2 - The Tribes (USA).md,,_Waian's Picks/_Top Games by Category/_Puzzle/Lemmings 2 - The Tribes (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Lemmings 2 - The Tribes.mgl,_Waian's Picks/_All Games by Console/_Genesis/Lemmings 2 - The Tribes.mgl,1de84f5c9b25f6af4c2c3e18bb710b9572fc0a10,
MegaDrive,Genesis,Light Crusader,Adventure RPG,,False,MegaDrive,MegaDrive,Light Crusader (USA).md,,_Waian's Picks/_Top Games by Category/_Adventure RPG/Light Crusader (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Light Crusader.mgl,_Waian's Picks/_All Games by Console/_Genesis/Light Crusader.mgl,df58fbcbede4b9659740b5505641d4cc7dd1b7f8,
MegaDrive,Genesis,Lightening Force - Quest for the Darkstar,,,,MegaDrive,MegaDrive,Lightening Force - Quest for the Darkstar (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Lightening Force - Quest for the Darkstar.mgl,_Waian's Picks/_All Games by Console/_Genesis/Lightening Force - Quest for the Darkstar.mgl,ab5bd9ddbfc07d860f44b9c72d098aef2581d1d8,
MegaDrive,Genesis,"Lion King, The",,,,MegaDrive,MegaDrive,"Lion King, The (World).md",,,,,"_Waian's Picks/_Top Games by Console/_Genesis/Lion King, The.mgl","_Waian's Picks/_All Games by Console/_Genesis/Lion King, The.mgl",24cbe4e75ec10e8e0ffbdb400cf86ecb072d4da9,
MegaDrive,Genesis,Lotus II,,,,MegaDrive,MegaDrive,"Lotus II (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Lotus II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Lotus II.mgl,5a00e8aaae8d987ee0f18fc4604230265aea699e,
MegaDrive,Genesis,Lotus Turbo Challenge,,,,MegaDrive,MegaDrive,"Lotus Turbo Challenge (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Lotus Turbo Challenge.mgl,_Waian's Picks/_All Games by Console/_Genesis/Lotus Turbo Challenge.mgl,b6944c40b7d7e7548942efb4a732ad20d4500c0c,
MegaDrive,Genesis,Madden NFL '94,,,,MegaDrive,MegaDrive,"Madden NFL '94 (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Madden NFL '94.mgl,_Waian's Picks/_All Games by Console/_Genesis/Madden NFL '94.mgl,856d68d3e8589df3452096434feef823684d11eb,
MegaDrive,Genesis,Marble Madness,,,,MegaDrive,MegaDrive,"Marble Madness (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Marble Madness.mgl,_Waian's Picks/_All Games by Console/_Genesis/Marble Madness.mgl,059e99fde8726a45a584007186913eb9a01f738e,
MegaDrive,Genesis,Marvel Land,,,,MegaDrive,MegaDrive,Marvel Land (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Marvel Land.mgl,_Waian's Picks/_All Games by Console/_Genesis/Marvel Land.mgl,29f290c80f992542e73c9ea95190403cb262b6ad,
MegaDrive,Genesis,Master of Monsters,Strategy,,False,MegaDrive,MegaDrive,Master of Monsters (USA).md,,_Waian's Picks/_Top Games by Category/_Strategy/Master of Monsters (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Master of Monsters.mgl,_Waian's Picks/_All Games by Console/_Genesis/Master of Monsters.mgl,28f38617911a99504542b30f70c0d9c81996ef65,
MegaDrive,Genesis,Mazin Saga - Mutant Fighter,,,,MegaDrive,MegaDrive,Mazin Saga - Mutant Fighter (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Mazin Saga - Mutant Fighter.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mazin Saga - Mutant Fighter.mgl,5cb87bb4efc8fa8754e687b62d0fd858e624997d,
MegaDrive,Genesis,McDonald's Treasure Land Adventure,,,,MegaDrive,MegaDrive,McDonald's Treasure Land Adventure (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/McDonald's Treasure Land Adventure.mgl,_Waian's Picks/_All Games by Console/_Genesis/McDonald's Treasure Land Adventure.mgl,bcb77c10bc8f3322599269214e0f8dde32b01a5c,
MegaDrive,Genesis,Mega Bomberman,Pick-up-N-Play,,True,MegaDrive,MegaDrive,Mega Bomberman (USA).md,,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Mega Bomberman (Genesis).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Mega Bomberman.mgl,_Waian's Picks/_Top Games by Console/_Genesis/Mega Bomberman.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mega Bomberman.mgl,89495a8acbcb0ddcadfe5b7bada50f4d9efd0ddd,
MegaDrive,Genesis,Megaman - The Wily Wars,,,,MegaDrive,MegaDrive,Megaman - The Wily Wars (Europe).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Megaman - The Wily Wars.mgl,_Waian's Picks/_All Games by Console/_Genesis/Megaman - The Wily Wars.mgl,ea9ae2043c97db716a8d31ee90e581c3d75f4e3e,
MegaDrive,Genesis,Mega SWIV,,,,MegaDrive,MegaDrive,Mega SWIV (Europe).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Mega SWIV.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mega SWIV.mgl,6396fb0f204c9f23d0af0b39d069ff0883e191aa,
MegaDrive,Genesis,Mega Turrican,2D Action Scroller,,False,MegaDrive,MegaDrive,Mega Turrican (USA).md,,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Mega Turrican (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Mega Turrican.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mega Turrican.mgl,180285dbfc1613489f1c20e9fd6c2b154dec7fe2,
MegaDrive,Genesis,Michael Jackson's Moonwalker,,,,MegaDrive,MegaDrive,Michael Jackson's Moonwalker (World) (Rev A).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Michael Jackson's Moonwalker.mgl,_Waian's Picks/_All Games by Console/_Genesis/Michael Jackson's Moonwalker.mgl,70d9b760c87196af364492512104fa18c9d69cce,
MegaDrive,Genesis,Micro Machines Military,,,,MegaDrive,MegaDrive,Micro Machines Military (Europe) (J-Cart).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Micro Machines Military.mgl,_Waian's Picks/_All Games by Console/_Genesis/Micro Machines Military.mgl,6d3df64ab8bb0b559f216adca62d1cdd74704a26,
MegaDrive,Genesis,Micro Machines Turbo Tournament 96,,,,MegaDrive,MegaDrive,Micro Machines Turbo Tournament 96 (Europe) (J-Cart).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Micro Machines Turbo Tournament 96.mgl,_Waian's Picks/_All Games by Console/_Genesis/Micro Machines Turbo Tournament 96.mgl,9f47fcc7bb2f5921cb1c3beb06b668ffb292cb08,
MegaDrive,Genesis,Micro Machines,,,,MegaDrive,MegaDrive,"Micro Machines (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Micro Machines.mgl,_Waian's Picks/_All Games by Console/_Genesis/Micro Machines.mgl,6c822ab42a37657aa2a4e70e44b201f8e8365a98,
MegaDrive,Genesis,Midnight Resistance,,,,MegaDrive,MegaDrive,Midnight Resistance (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Midnight Resistance.mgl,_Waian's Picks/_All Games by Console/_Genesis/Midnight Resistance.mgl,6cdd9083e2ff72cfb0099fd57a7f9eade9a74dda,
MegaDrive,Genesis,Mortal Kombat,,,,MegaDrive,MegaDrive,Mortal Kombat (World) (v1.1).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Mortal Kombat.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mortal Kombat.mgl,2c4a0618cc93ef7be8329a82ca6d2d16f49b23e0,
MegaDrive,Genesis,Ms. Pac-Man,,,,MegaDrive,MegaDrive,"Ms. Pac-Man (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Ms. Pac-Man.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ms. Pac-Man.mgl,29fff97e19a00904846ad99baf6b9037b28df15f,
MegaDrive,Genesis,Mutant League Hockey,,,,MegaDrive,MegaDrive,"Mutant League Hockey (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Mutant League Hockey.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mutant League Hockey.mgl,84e203c5226bc1913a485804e59c6418e939bd3d,
MegaDrive,Genesis,Mystic Defender,,,,MegaDrive,MegaDrive,"Mystic Defender (USA, Europe) (v1.1).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Mystic Defender.mgl,_Waian's Picks/_All Games by Console/_Genesis/Mystic Defender.mgl,aec8aefa11233699eacefdf2cf17d62f68cbdd98,
MegaDrive,Genesis,NBA Live 95,,,,MegaDrive,MegaDrive,"NBA Live 95 (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/NBA Live 95.mgl,_Waian's Picks/_All Games by Console/_Genesis/NBA Live 95.mgl,f86bc9601751ac94119ab2f3ecce2029d5678f01,
MegaDrive,Genesis,NFL Sports Talk Football '93 Starring Joe Montana,,,,MegaDrive,MegaDrive,"NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/NFL Sports Talk Football '93 Starring Joe Montana.mgl,_Waian's Picks/_All Games by Console/_Genesis/NFL Sports Talk Football '93 Starring Joe Montana.mgl,3c97396cb4cc566013d06f055384105983582067,
MegaDrive,Genesis,"Ooze, The",,,,MegaDrive,MegaDrive,"Ooze, The (Japan, USA).md",,,,,"_Waian's Picks/_Top Games by Console/_Genesis/Ooze, The.mgl","_Waian's Picks/_All Games by Console/_Genesis/Ooze, The.mgl",dafcda90285e71151072ba36134f94f1e9d76a23,
MegaDrive,Genesis,Out of This World,,,,MegaDrive,MegaDrive,Out of This World (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Out of This World.mgl,_Waian's Picks/_All Games by Console/_Genesis/Out of This World.mgl,f00f96fb1b346d5b13c6bc8bc586477fed743800,
MegaDrive,Genesis,OutRunners,,,,MegaDrive,MegaDrive,OutRunners (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/OutRunners.mgl,_Waian's Picks/_All Games by Console/_Genesis/OutRunners.mgl,5d00ad7d9dccd9067c4bd716c2ab9c0a18930ae2,
MegaDrive,Genesis,Pac-Mania,Pick-up-N-Play,,False,MegaDrive,MegaDrive,"Pac-Mania (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Pac-Mania (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Pac-Mania.mgl,_Waian's Picks/_All Games by Console/_Genesis/Pac-Mania.mgl,e21546f653607d95f2747305703ddd6bf118f90a,
MegaDrive,Genesis,Pete Sampras Tennis,,,,MegaDrive,MegaDrive,"Pete Sampras Tennis (USA, Europe) (J-Cart).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Pete Sampras Tennis.mgl,_Waian's Picks/_All Games by Console/_Genesis/Pete Sampras Tennis.mgl,222a66cdb8865a7f89e5a72418413888bb400176,
MegaDrive,Genesis,PGA Tour Golf II,,,,MegaDrive,MegaDrive,"PGA Tour Golf II (USA, Europe) (v1.1).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/PGA Tour Golf II.mgl,_Waian's Picks/_All Games by Console/_Genesis/PGA Tour Golf II.mgl,12d5236a4ff23c5b1e4f452b3abd3d48e6e55314,
MegaDrive,Genesis,Phantasy Star III - Generations of Doom,JRPG,,False,MegaDrive,MegaDrive,"Phantasy Star III - Generations of Doom (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_JRPG/Phantasy Star III - Generations of Doom (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Phantasy Star III - Generations of Doom.mgl,_Waian's Picks/_All Games by Console/_Genesis/Phantasy Star III - Generations of Doom.mgl,59d4914e652672fd1e453c76b8250d17e8ca154e,
MegaDrive,Genesis,Phelios,,,,MegaDrive,MegaDrive,Phelios (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Phelios.mgl,_Waian's Picks/_All Games by Console/_Genesis/Phelios.mgl,c2e34b7eb411ac78bb480e30434808b2ae4989ea,
MegaDrive,Genesis,Pirates! Gold,,,,MegaDrive,MegaDrive,Pirates! Gold (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Pirates! Gold.mgl,_Waian's Picks/_All Games by Console/_Genesis/Pirates! Gold.mgl,ea597dbefc8f804524606af3c1c4fe6ba55e86e9,
MegaDrive,Genesis,"Pirates of Dark Water, The",,,,MegaDrive,MegaDrive,"Pirates of Dark Water, The (USA, Europe) (May 1994).md",,,,,"_Waian's Picks/_Top Games by Console/_Genesis/Pirates of Dark Water, The.mgl","_Waian's Picks/_All Games by Console/_Genesis/Pirates of Dark Water, The.mgl",55496714f32eb7f57335201f90b3f437a1500c49,
MegaDrive,Genesis,Populous,,,,MegaDrive,MegaDrive,Populous (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Populous.mgl,_Waian's Picks/_All Games by Console/_Genesis/Populous.mgl,89907c4ba4fd9db4e8ef2271c0253bb0e4b6d52d,
MegaDrive,Genesis,Power Monger,,,,MegaDrive,MegaDrive,Power Monger (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Power Monger.mgl,_Waian's Picks/_All Games by Console/_Genesis/Power Monger.mgl,f088e8cdb90c037b4ce1c5ae600a75f4e4219c87,
MegaDrive,Genesis,Prince of Persia,,,,MegaDrive,MegaDrive,Prince of Persia (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Prince of Persia.mgl,_Waian's Picks/_All Games by Console/_Genesis/Prince of Persia.mgl,30080c7a8617ba3aaf67587970f32cd846234611,
MegaDrive,Genesis,"Punisher, The",Brawlers,,True,MegaDrive,MegaDrive,"Punisher, The (USA).md",,"_Waian's Picks/_Top Games by Category/_Brawlers/Punisher, The (Genesis).mgl",,"_Waian's Picks/_Top Games by Category/_Multiplayer/Punisher, The.mgl","_Waian's Picks/_Top Games by Console/_Genesis/Punisher, The.mgl","_Waian's Picks/_All Games by Console/_Genesis/Punisher, The.mgl",4ef2675e728903925a7b865daa75ed66bbe24829,
MegaDrive,Genesis,Raiden Densetsu,,,,MegaDrive,MegaDrive,"Raiden Densetsu ~ Raiden Trad (Japan, USA).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Raiden Densetsu.mgl,_Waian's Picks/_All Games by Console/_Genesis/Raiden Densetsu.mgl,9d4011d650179c62acdba0ed58143aa77b97d0e9,
MegaDrive,Genesis,Rambo III,,,,MegaDrive,MegaDrive,Rambo III (World) (v1.1).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Rambo III.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rambo III.mgl,e337e618653830f84c77789e81724c5fc69888be,
MegaDrive,Genesis,Rampart,,,,MegaDrive,MegaDrive,Rampart (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Rampart.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rampart.mgl,9dd4ee99e2ccf8759446d355584a9cbf685a3d8b,
MegaDrive,Genesis,R.B.I. Baseball 94,,,,MegaDrive,MegaDrive,"R.B.I. Baseball 94 (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/R.B.I. Baseball 94.mgl,_Waian's Picks/_All Games by Console/_Genesis/R.B.I. Baseball 94.mgl,3e94f52d311fae140da870f55e3cb103d7923d44,
MegaDrive,Genesis,Rings of Power,,,,MegaDrive,MegaDrive,"Rings of Power (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Rings of Power.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rings of Power.mgl,84851ce4527761b8d74ce581c19e15d0dd17f368,
MegaDrive,Genesis,Risky Woods,,,,MegaDrive,MegaDrive,"Risky Woods (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Risky Woods.mgl,_Waian's Picks/_All Games by Console/_Genesis/Risky Woods.mgl,5664febf187d26274996c888778b0ff5268474f2,
MegaDrive,Genesis,Rock n' Roll Racing,,,,MegaDrive,MegaDrive,Rock n' Roll Racing (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Rock n' Roll Racing.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rock n' Roll Racing.mgl,9793572b6d64c85c1add0721c3be388ac18777d6,
MegaDrive,Genesis,Rolling Thunder 2,,,,MegaDrive,MegaDrive,Rolling Thunder 2 (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Rolling Thunder 2.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rolling Thunder 2.mgl,1b451389910e6b353c713f56137863ce2aff109d,
MegaDrive,Genesis,Rolling Thunder 3,2D Action Scroller,,False,MegaDrive,MegaDrive,Rolling Thunder 3 (USA).md,,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Rolling Thunder 3 (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Rolling Thunder 3.mgl,_Waian's Picks/_All Games by Console/_Genesis/Rolling Thunder 3.mgl,34c2b5df456a1f8ff35963ca737372e221e89ef6,
MegaDrive,Genesis,Sagaia,,,,MegaDrive,MegaDrive,Sagaia (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Sagaia.mgl,_Waian's Picks/_All Games by Console/_Genesis/Sagaia.mgl,0aa2632da5ec3c1db21b273bcb8630d84b7bb805,
MegaDrive,Genesis,Saturday Night Slammasters,,,,MegaDrive,MegaDrive,Saturday Night Slammasters (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Saturday Night Slammasters.mgl,_Waian's Picks/_All Games by Console/_Genesis/Saturday Night Slammasters.mgl,7252006bf41e41b92c6261c6722766a1352a6dca,
MegaDrive,Genesis,Senjou no Ookami II,,,,MegaDrive,MegaDrive,Senjou no Ookami II ~ Mercs (World).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Senjou no Ookami II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Senjou no Ookami II.mgl,ab633913147325190ef13bd10f3ef5b06d3a9e28,
MegaDrive,Genesis,Shadow Dancer - The Secret of Shinobi,2D Action Scroller,,False,MegaDrive,MegaDrive,Shadow Dancer - The Secret of Shinobi (World).md,,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Shadow Dancer - The Secret of Shinobi (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Shadow Dancer - The Secret of Shinobi.mgl,_Waian's Picks/_All Games by Console/_Genesis/Shadow Dancer - The Secret of Shinobi.mgl,c5f096b08470a564a737140b71247748608c32b6,
MegaDrive,Genesis,Shadow of the Beast II,2D Action Scroller,,False,MegaDrive,MegaDrive,"Shadow of the Beast II (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Shadow of the Beast II (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Shadow of the Beast II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Shadow of the Beast II.mgl,260a497348313c22f2d1a626150b0915990720c2,
