console,console_common_name,game_title,category_1,category_2,multiplayer,core_name,console_dir,game_file,m3u,category_1_mgl,category_2_mgl,multiplayer_mgl,top_console_mgl,console_mgl,hash,download_url
Saturn,Saturn,Road & Track Presents - The Need for Speed,,,,Saturn,Saturn,Road & Track Presents - The Need for Speed (USA)/Road & Track Presents - The Need for Speed (USA).chd,Road & Track Presents - The Need for Speed (USA)/Road & Track Presents - The Need for Speed (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Road & Track Presents - The Need for Speed.mgl,_Waian's Picks/_All Games by Console/_Saturn/Road & Track Presents - The Need for Speed.mgl,98be6a19616d6d93ac5f727eb6c0c1037b3ba3c8,
Saturn,Saturn,Scud - The Disposable Assassin,,,,Saturn,Saturn,Scud - The Disposable Assassin (USA)/Scud - The Disposable Assassin (USA).chd,Scud - The Disposable Assassin (USA)/Scud - The Disposable Assassin (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Scud - The Disposable Assassin.mgl,_Waian's Picks/_All Games by Console/_Saturn/Scud - The Disposable Assassin.mgl,7e1ec2ae44f28f15bd40620cd24833d4cb20bee6,
Saturn,Saturn,Shining Wisdom,Adventure RPG,,False,Saturn,Saturn,Shining Wisdom (USA)/Shining Wisdom (USA).chd,Shining Wisdom (USA)/Shining Wisdom (USA).m3u,_Waian's Picks/_Top Games by Category/_Adventure RPG/Shining Wisdom (Saturn).mgl,,,_Waian's Picks/_Top Games by Console/_Saturn/Shining Wisdom.mgl,_Waian's Picks/_All Games by Console/_Saturn/Shining Wisdom.mgl,bf955e55ddd3605d63f9f8b748671e1aa250fff0,
Saturn,Saturn,Sky Target,,,,Saturn,Saturn,Sky Target (USA)/Sky Target (USA).chd,Sky Target (USA)/Sky Target (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Sky Target.mgl,_Waian's Picks/_All Games by Console/_Saturn/Sky Target.mgl,a5b9e6ef28560f407d6278f1a84ce9ae59162c05,
Saturn,Saturn,Sonic R,,,,Saturn,Saturn,"Sonic R (USA, Brazil)/Sonic R (USA, Brazil).chd","Sonic R (USA, Brazil)/Sonic R (USA, Brazil).m3u",,,,_Waian's Picks/_Top Games by Console/_Saturn/Sonic R.mgl,_Waian's Picks/_All Games by Console/_Saturn/Sonic R.mgl,84c64901ea98d393a422aead059573d70f8c9598,
Saturn,Saturn,Steep Slope Sliders,,,,Saturn,Saturn,Steep Slope Sliders (USA)/Steep Slope Sliders (USA).chd,Steep Slope Sliders (USA)/Steep Slope Sliders (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Steep Slope Sliders.mgl,_Waian's Picks/_All Games by Console/_Saturn/Steep Slope Sliders.mgl,d285925b742530a6ce757b152fd960774cb1ac93,
Saturn,Saturn,Street Fighter Alpha 2,,,,Saturn,Saturn,Street Fighter Alpha 2 (USA)/Street Fighter Alpha 2 (USA).chd,Street Fighter Alpha 2 (USA)/Street Fighter Alpha 2 (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Street Fighter Alpha 2.mgl,_Waian's Picks/_All Games by Console/_Saturn/Street Fighter Alpha 2.mgl,77936943b18734a3ab7b1a172d6be1a2a99867ee,
Saturn,Saturn,Street Fighter Collection,Fighting,,False,Saturn,Saturn,Street Fighter Collection (USA)/Street Fighter Collection (USA) (Disc 1).chd,Street Fighter Collection (USA)/Street Fighter Collection (USA).m3u,_Waian's Picks/_Top Games by Category/_Fighting/Street Fighter Collection (Saturn).mgl,,,_Waian's Picks/_Top Games by Console/_Saturn/Street Fighter Collection.mgl,_Waian's Picks/_All Games by Console/_Saturn/Street Fighter Collection.mgl,434e362b629adec5b77af8439e5a62183ebf0c60,
Saturn,Saturn,Tempest 2000,,,,Saturn,Saturn,Tempest 2000 (USA)/Tempest 2000 (USA).chd,Tempest 2000 (USA)/Tempest 2000 (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Tempest 2000.mgl,_Waian's Picks/_All Games by Console/_Saturn/Tempest 2000.mgl,899815b4fdda8e5b96fe38cd742fe749b2862f7a,
Saturn,Saturn,Tetris Plus,Puzzle,,True,Saturn,Saturn,Tetris Plus (USA)/Tetris Plus (USA).chd,Tetris Plus (USA)/Tetris Plus (USA).m3u,_Waian's Picks/_Top Games by Category/_Puzzle/Tetris Plus (Saturn).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Tetris Plus.mgl,_Waian's Picks/_Top Games by Console/_Saturn/Tetris Plus.mgl,_Waian's Picks/_All Games by Console/_Saturn/Tetris Plus.mgl,36c44b489edc91e11fe81ae89dd97f834d4fc2fc,
Saturn,Saturn,Thunderstrike 2,,,,Saturn,Saturn,Thunderstrike 2 (USA) (Rev A)/Thunderstrike 2 (USA) (Rev A).chd,Thunderstrike 2 (USA) (Rev A)/Thunderstrike 2 (USA) (Rev A).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Thunderstrike 2.mgl,_Waian's Picks/_All Games by Console/_Saturn/Thunderstrike 2.mgl,6c3a4edb9b044004443a77f8bbe6256b67fb9961,
Saturn,Saturn,TNN Motor Sports HardCore 4X4,,,,Saturn,Saturn,TNN Motor Sports HardCore 4X4 (USA)/TNN Motor Sports HardCore 4X4 (USA).chd,TNN Motor Sports HardCore 4X4 (USA)/TNN Motor Sports HardCore 4X4 (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/TNN Motor Sports HardCore 4X4.mgl,_Waian's Picks/_All Games by Console/_Saturn/TNN Motor Sports HardCore 4X4.mgl,453b2f6585c032441db4d9c41d36ca3d86da7dde,
Saturn,Saturn,Ultimate Mortal Kombat 3,,,,Saturn,Saturn,Ultimate Mortal Kombat 3 (USA)/Ultimate Mortal Kombat 3 (USA).chd,Ultimate Mortal Kombat 3 (USA)/Ultimate Mortal Kombat 3 (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Ultimate Mortal Kombat 3.mgl,_Waian's Picks/_All Games by Console/_Saturn/Ultimate Mortal Kombat 3.mgl,5bd5b3a50ebcf3d14d2eb2ac0df43b40bd834c09,
Saturn,Saturn,Virtua Fighter,,,,Saturn,Saturn,Virtua Fighter (USA)/Virtua Fighter (USA).chd,Virtua Fighter (USA)/Virtua Fighter (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Virtua Fighter.mgl,_Waian's Picks/_All Games by Console/_Saturn/Virtua Fighter.mgl,e12469e927921ddaf2e1f0e581710cd28a563eb6,
Saturn,Saturn,Virtual Open Tennis,,,,Saturn,Saturn,Virtual Open Tennis (USA)/Virtual Open Tennis (USA).chd,Virtual Open Tennis (USA)/Virtual Open Tennis (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Virtual Open Tennis.mgl,_Waian's Picks/_All Games by Console/_Saturn/Virtual Open Tennis.mgl,e6fb0a9faac25e0f1ce6ebfa0244fc5488d70ff9,
Saturn,Saturn,Virtua Racing,Racing,,False,Saturn,Saturn,Virtua Racing (USA) (15S)/Virtua Racing (USA) (15S).chd,Virtua Racing (USA) (15S)/Virtua Racing (USA) (15S).m3u,_Waian's Picks/_Top Games by Category/_Racing/Virtua Racing (Saturn).mgl,,,_Waian's Picks/_Top Games by Console/_Saturn/Virtua Racing.mgl,_Waian's Picks/_All Games by Console/_Saturn/Virtua Racing.mgl,b45b41d587017f6cb94281c93135377be1448a93,
Saturn,Saturn,Wing Arms,,,,Saturn,Saturn,Wing Arms (USA) (5S)/Wing Arms (USA) (5S).chd,Wing Arms (USA) (5S)/Wing Arms (USA) (5S).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Wing Arms.mgl,_Waian's Picks/_All Games by Console/_Saturn/Wing Arms.mgl,f5e02909f14ca0f12db5003b19a23114b39d96ac,
Saturn,Saturn,Winning Post,,,,Saturn,Saturn,Winning Post (USA)/Winning Post (USA).chd,Winning Post (USA)/Winning Post (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Winning Post.mgl,_Waian's Picks/_All Games by Console/_Saturn/Winning Post.mgl,2eb5f2dbeedbecaceb7f9047b6d656460bd154ea,
Saturn,Saturn,Winter Heat,,,,Saturn,Saturn,Winter Heat (USA)/Winter Heat (USA).chd,Winter Heat (USA)/Winter Heat (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/Winter Heat.mgl,_Waian's Picks/_All Games by Console/_Saturn/Winter Heat.mgl,06f9c473ed60fda92c28aff27f04055a6a72a05f,
Saturn,Saturn,World Cup Golf - Professional Edition,,,,Saturn,Saturn,World Cup Golf - Professional Edition (USA) (RE2)/World Cup Golf - Professional Edition (USA) (RE2).chd,World Cup Golf - Professional Edition (USA) (RE2)/World Cup Golf - Professional Edition (USA) (RE2).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/World Cup Golf - Professional Edition.mgl,_Waian's Picks/_All Games by Console/_Saturn/World Cup Golf - Professional Edition.mgl,a7e9e7a1c49c979f2ba320e305ed2fc60437244e,
Saturn,Saturn,World Series Baseball II,,,,Saturn,Saturn,World Series Baseball II (USA) (1S)/World Series Baseball II (USA) (1S).chd,World Series Baseball II (USA) (1S)/World Series Baseball II (USA) (1S).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/World Series Baseball II.mgl,_Waian's Picks/_All Games by Console/_Saturn/World Series Baseball II.mgl,2ff8beeb2466f1b0c9195105ae02f23c1b3b9442,
Saturn,Saturn,World Series Baseball,,,,Saturn,Saturn,World Series Baseball (USA)/World Series Baseball (USA).chd,World Series Baseball (USA)/World Series Baseball (USA).m3u,,,,_Waian's Picks/_Top Games by Console/_Saturn/World Series Baseball.mgl,_Waian's Picks/_All Games by Console/_Saturn/World Series Baseball.mgl,305d81d6b89dc427dbf0d2d00795758a352003bd,
Saturn,Saturn,Worldwide Soccer '98,,,,Saturn,Saturn,"Worldwide Soccer '98 (USA) (En,Fr,Es)/Worldwide Soccer '98 (USA) (En,Fr,Es).chd","Worldwide Soccer '98 (USA) (En,Fr,Es)/Worldwide Soccer '98 (USA) (En,Fr,Es).m3u",,,,_Waian's Picks/_Top Games by Console/_Saturn/Worldwide Soccer '98.mgl,_Waian's Picks/_All Games by Console/_Saturn/Worldwide Soccer '98.mgl,8526c26441c45697c5d5fe44f9fceda103300262,
MegaDrive,Genesis,Ghouls 'n Ghosts,2D Action Scroller,,False,MegaDrive,MegaDrive,"Ghouls 'n Ghosts (USA, Europe) (Rev A).md",,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Ghouls 'n Ghosts (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Ghouls 'n Ghosts.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ghouls 'n Ghosts.mgl,aab6d20f01db51576b1d7cafab46e613dddf7f8a,
MegaDrive,Genesis,10 Super Jogos,,,,MegaDrive,MegaDrive,10 Super Jogos (Brazil) (En).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/10 Super Jogos.mgl,_Waian's Picks/_All Games by Console/_Genesis/10 Super Jogos.mgl,791a4de13cfe2af4302aac969753d67dd76e89c8,
MegaDrive,Genesis,"Adventures of Batman & Robin, The",,,,MegaDrive,MegaDrive,"Adventures of Batman & Robin, The (USA).md",,,,,"_Waian's Picks/_Top Games by Console/_Genesis/Adventures of Batman & Robin, The.mgl","_Waian's Picks/_All Games by Console/_Genesis/Adventures of Batman & Robin, The.mgl",1da4b3fc92a6572e70d748ebad346aeb291f89f3,
MegaDrive,Genesis,Alex Kidd in the Enchanted Castle,,,,MegaDrive,MegaDrive,Alex Kidd in the Enchanted Castle (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Alex Kidd in the Enchanted Castle.mgl,_Waian's Picks/_All Games by Console/_Genesis/Alex Kidd in the Enchanted Castle.mgl,bbb204c1eb5ca1b6d180c32722955b2c39d2c17b,
MegaDrive,Genesis,Alisia Dragoon,,,,MegaDrive,MegaDrive,Alisia Dragoon (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Alisia Dragoon.mgl,_Waian's Picks/_All Games by Console/_Genesis/Alisia Dragoon.mgl,69bf7a9ebcb851e0d571f93b26d785ca87621b01,
MegaDrive,Genesis,Altered Beast,,,,MegaDrive,MegaDrive,"Altered Beast (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Altered Beast.mgl,_Waian's Picks/_All Games by Console/_Genesis/Altered Beast.mgl,38945360d824d2fb9535b4fd7f25b9aa9b32f019,
MegaDrive,Genesis,Arcus Odyssey,,,,MegaDrive,MegaDrive,Arcus Odyssey (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Arcus Odyssey.mgl,_Waian's Picks/_All Games by Console/_Genesis/Arcus Odyssey.mgl,26feaafad8c464ce3fa96912c2a85c7596e5fa4e,
MegaDrive,Genesis,Arrow Flash,,,,MegaDrive,MegaDrive,"Arrow Flash (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Arrow Flash.mgl,_Waian's Picks/_All Games by Console/_Genesis/Arrow Flash.mgl,916524d2b403a633108cf457eec13b4df7384d95,
MegaDrive,Genesis,Atomic Robo-Kid,,,,MegaDrive,MegaDrive,Atomic Robo-Kid (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Atomic Robo-Kid.mgl,_Waian's Picks/_All Games by Console/_Genesis/Atomic Robo-Kid.mgl,38115bc07f11885b4e4c19f92508f729ad6c8765,
MegaDrive,Genesis,Atomic Runner,,,,MegaDrive,MegaDrive,Atomic Runner (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Atomic Runner.mgl,_Waian's Picks/_All Games by Console/_Genesis/Atomic Runner.mgl,8a6e868fe36f2e5ac01af2557d3798a892e34799,
MegaDrive,Genesis,Ayrton Senna's Super Monaco GP II,,,,MegaDrive,MegaDrive,"Ayrton Senna's Super Monaco GP II (USA) (En,Ja).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Ayrton Senna's Super Monaco GP II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Ayrton Senna's Super Monaco GP II.mgl,1ee87744d86c4bdd4958cc70d77538351aa206e6,
MegaDrive,Genesis,Batman - Revenge of the Joker,,,,MegaDrive,MegaDrive,Batman - Revenge of the Joker (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Batman - Revenge of the Joker.mgl,_Waian's Picks/_All Games by Console/_Genesis/Batman - Revenge of the Joker.mgl,e780c949571e427cf1444e1e35efe33fc9500c81,
MegaDrive,Genesis,Batman,,,,MegaDrive,MegaDrive,Batman (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Batman.mgl,_Waian's Picks/_All Games by Console/_Genesis/Batman.mgl,ffa7ddd8ecf436daecf3628d52dfae6b522ed829,
MegaDrive,Genesis,Battle Squadron,,,,MegaDrive,MegaDrive,"Battle Squadron (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Battle Squadron.mgl,_Waian's Picks/_All Games by Console/_Genesis/Battle Squadron.mgl,f003f7af0f7edccc317c944b88e57f4c9b66935a,
MegaDrive,Genesis,Battletoads & Double Dragon,,,,MegaDrive,MegaDrive,Battletoads & Double Dragon (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Battletoads & Double Dragon.mgl,_Waian's Picks/_All Games by Console/_Genesis/Battletoads & Double Dragon.mgl,5b79623e90806206e575b3f15499cab823065783,
MegaDrive,Genesis,Bimini Run,,,,MegaDrive,MegaDrive,Bimini Run (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Bimini Run.mgl,_Waian's Picks/_All Games by Console/_Genesis/Bimini Run.mgl,62a6a1780f4846dcfefeae11de35a18ec039f424,
MegaDrive,Genesis,Blades of Vengeance,,,,MegaDrive,MegaDrive,"Blades of Vengeance (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Blades of Vengeance.mgl,_Waian's Picks/_All Games by Console/_Genesis/Blades of Vengeance.mgl,11f342ec4be17dcf7a4a6a80649b6b5ff19940a5,
MegaDrive,Genesis,Blaster Master 2,,,,MegaDrive,MegaDrive,Blaster Master 2 (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Blaster Master 2.mgl,_Waian's Picks/_All Games by Console/_Genesis/Blaster Master 2.mgl,20c9b85f543ef8e66a97e6403cf486045f295d48,
MegaDrive,Genesis,Bloodshot,,,,MegaDrive,MegaDrive,"Bloodshot (Europe) (En,Fr,De,Es).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Bloodshot.mgl,_Waian's Picks/_All Games by Console/_Genesis/Bloodshot.mgl,513005efd123539a905986130d15125085837559,
MegaDrive,Genesis,Bonanza Bros.,,,,MegaDrive,MegaDrive,"Bonanza Bros. (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Bonanza Bros.mgl,_Waian's Picks/_All Games by Console/_Genesis/Bonanza Bros.mgl,31c589bc0d1605502cdd04069dc4877811e84e58,
MegaDrive,Genesis,Boogerman - A Pick and Flick Adventure,,,,MegaDrive,MegaDrive,Boogerman - A Pick and Flick Adventure (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Boogerman - A Pick and Flick Adventure.mgl,_Waian's Picks/_All Games by Console/_Genesis/Boogerman - A Pick and Flick Adventure.mgl,bb1d23ca4c48d37bf3170d320cc30bfbc2acdfff,
MegaDrive,Genesis,Buck Rogers - Countdown to Doomsday,,,,MegaDrive,MegaDrive,"Buck Rogers - Countdown to Doomsday (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Buck Rogers - Countdown to Doomsday.mgl,_Waian's Picks/_All Games by Console/_Genesis/Buck Rogers - Countdown to Doomsday.mgl,89c39f00745f2a8798fe985ad8ce28411b977f9e,
MegaDrive,Genesis,Burning Force,,,,MegaDrive,MegaDrive,Burning Force (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Burning Force.mgl,_Waian's Picks/_All Games by Console/_Genesis/Burning Force.mgl,28fcb1c9b5c72255443ab5bb950a52030baaf409,
MegaDrive,Genesis,Cadash,,,,MegaDrive,MegaDrive,"Cadash (USA, Asia).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Cadash.mgl,_Waian's Picks/_All Games by Console/_Genesis/Cadash.mgl,5791cc9a1b118c58fc5209bf2e64156ffdb80134,
MegaDrive,Genesis,Cannon Fodder,,,,MegaDrive,MegaDrive,Cannon Fodder (Europe).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Cannon Fodder.mgl,_Waian's Picks/_All Games by Console/_Genesis/Cannon Fodder.mgl,ced5f0967e30c3b4c4c2a81007a7db2910b1885d,
MegaDrive,Genesis,Centurion - Defender of Rome,,,,MegaDrive,MegaDrive,"Centurion - Defender of Rome (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Centurion - Defender of Rome.mgl,_Waian's Picks/_All Games by Console/_Genesis/Centurion - Defender of Rome.mgl,8cc2a28309b2dc61da68c77d8a6545af05660e8b,
MegaDrive,Genesis,Chakan,,,,MegaDrive,MegaDrive,"Chakan (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Chakan.mgl,_Waian's Picks/_All Games by Console/_Genesis/Chakan.mgl,7eae088f0b15e4bcd9a6a38849df5a20446be548,
MegaDrive,Genesis,Chase H.Q. II,,,,MegaDrive,MegaDrive,Chase H.Q. II (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Chase H.Q. II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Chase H.Q. II.mgl,47c8c173980749aca075b9b3278c0df89a21303f,
MegaDrive,Genesis,Chiki Chiki Boys,2D Platformer,,False,MegaDrive,MegaDrive,"Chiki Chiki Boys (USA, Europe).md",,_Waian's Picks/_Top Games by Category/_2D Platformer/Chiki Chiki Boys (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Chiki Chiki Boys.mgl,_Waian's Picks/_All Games by Console/_Genesis/Chiki Chiki Boys.mgl,3cbeb068751c39790116aa8f422dd6f333be42e0,
MegaDrive,Genesis,Crack Down,,,,MegaDrive,MegaDrive,"Crack Down (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Crack Down.mgl,_Waian's Picks/_All Games by Console/_Genesis/Crack Down.mgl,949cd961a99e9c35388cf6a4db5e866102ed27a2,
MegaDrive,Genesis,Cyborg Justice,,,,MegaDrive,MegaDrive,"Cyborg Justice (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Cyborg Justice.mgl,_Waian's Picks/_All Games by Console/_Genesis/Cyborg Justice.mgl,6d0c72fa5e53d897390707eb4c6d3e86e6772215,
MegaDrive,Genesis,Daffy Duck in Hollywood,,,,MegaDrive,MegaDrive,"Daffy Duck in Hollywood (Europe) (En,Fr,De,Es,It).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Daffy Duck in Hollywood.mgl,_Waian's Picks/_All Games by Console/_Genesis/Daffy Duck in Hollywood.mgl,67cc61b724d4ccb94dc2b59cc8ea1b0eb9a8cf4e,
MegaDrive,Genesis,Daisenpuu,,,,MegaDrive,MegaDrive,"Daisenpuu ~ Twin Hawk (Japan, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Daisenpuu.mgl,_Waian's Picks/_All Games by Console/_Genesis/Daisenpuu.mgl,f884f2a41dd50f4c1a17c26da7f2d31093bb36b6,
MegaDrive,Genesis,Dark Castle,,,,MegaDrive,MegaDrive,"Dark Castle (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Dark Castle.mgl,_Waian's Picks/_All Games by Console/_Genesis/Dark Castle.mgl,23e1ad9822338362113e55087d60fb9a1674bf8a,
MegaDrive,Genesis,DecapAttack,,,,MegaDrive,MegaDrive,"DecapAttack (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/DecapAttack.mgl,_Waian's Picks/_All Games by Console/_Genesis/DecapAttack.mgl,9665f54a6149d71ea72db9c168755e62cb61649c,
MegaDrive,Genesis,Desert Strike,,,,MegaDrive,MegaDrive,"Desert Strike (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Desert Strike.mgl,_Waian's Picks/_All Games by Console/_Genesis/Desert Strike.mgl,d7e7d8c358eb845b84fb08f904cc0b95d0a4053d,
MegaDrive,Genesis,Donald in Maui Mallard,,,,MegaDrive,MegaDrive,Donald in Maui Mallard (Europe).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Donald in Maui Mallard.mgl,_Waian's Picks/_All Games by Console/_Genesis/Donald in Maui Mallard.mgl,cd3c50b7f9c2f97d7bb0042e4239a05066ae72e0,
MegaDrive,Genesis,Dungeons & Dragons - Warriors of the Eternal Sun,,,,MegaDrive,MegaDrive,"Dungeons & Dragons - Warriors of the Eternal Sun (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Dungeons & Dragons - Warriors of the Eternal Sun.mgl,_Waian's Picks/_All Games by Console/_Genesis/Dungeons & Dragons - Warriors of the Eternal Sun.mgl,9135f7fda03ef7da92dfade9c0df75808214f693,
MegaDrive,Genesis,Dynamite Duke,,,,MegaDrive,MegaDrive,Dynamite Duke (World).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Dynamite Duke.mgl,_Waian's Picks/_All Games by Console/_Genesis/Dynamite Duke.mgl,1bd77ad31665f7bdda85d9dfb9f08c0338ec4da9,
MegaDrive,Genesis,Elemental Master,,,,MegaDrive,MegaDrive,Elemental Master (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Elemental Master.mgl,_Waian's Picks/_All Games by Console/_Genesis/Elemental Master.mgl,fd47e4f8c2d6cc82860ae281faad50e3dee2d033,
MegaDrive,Genesis,El Viento,,,,MegaDrive,MegaDrive,El Viento (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/El Viento.mgl,_Waian's Picks/_All Games by Console/_Genesis/El Viento.mgl,b53e901725fd6220d8e6d19ef8df42e89e0874db,
MegaDrive,Genesis,ESWAT - City Under Siege,,,,MegaDrive,MegaDrive,ESWAT - City Under Siege (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/ESWAT - City Under Siege.mgl,_Waian's Picks/_All Games by Console/_Genesis/ESWAT - City Under Siege.mgl,5cb96061bd2b00c82f8d6b46ab9802e2b1820c86,
MegaDrive,Genesis,Fantastic Dizzy,,,,MegaDrive,MegaDrive,"Fantastic Dizzy (USA, Europe) (En,Fr,De,Es,It).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Fantastic Dizzy.mgl,_Waian's Picks/_All Games by Console/_Genesis/Fantastic Dizzy.mgl,b320174d3b43f30b477818a27b4da30462a52003,
MegaDrive,Genesis,Fatal Fury,,,,MegaDrive,MegaDrive,Fatal Fury (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Fatal Fury.mgl,_Waian's Picks/_All Games by Console/_Genesis/Fatal Fury.mgl,48b6277fc73368d8e96ba407a66f908c3bd87c39,
MegaDrive,Genesis,Fatal Labyrinth,,,,MegaDrive,MegaDrive,"Fatal Labyrinth (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Fatal Labyrinth.mgl,_Waian's Picks/_All Games by Console/_Genesis/Fatal Labyrinth.mgl,c136cb3fae1914a8fe079eb28c4533af5d8774e2,
MegaDrive,Genesis,Fire Shark,,,,MegaDrive,MegaDrive,Fire Shark (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Fire Shark.mgl,_Waian's Picks/_All Games by Console/_Genesis/Fire Shark.mgl,453ca331d15c47171c42312c14585541a3613802,
MegaDrive,Genesis,Flicky,,,,MegaDrive,MegaDrive,"Flicky (USA, Europe).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/Flicky.mgl,_Waian's Picks/_All Games by Console/_Genesis/Flicky.mgl,83d8bbf0a9b38c42a0bf492d105cc3abe9644a96,
MegaDrive,Genesis,FZ Senki Axis,,,,MegaDrive,MegaDrive,"FZ Senki Axis ~ Final Zone (Japan, USA).md",,,,,_Waian's Picks/_Top Games by Console/_Genesis/FZ Senki Axis.mgl,_Waian's Picks/_All Games by Console/_Genesis/FZ Senki Axis.mgl,e891e5c89fa13e3f9813d5a45feeed0cb7710acb,
MegaDrive,Genesis,Gain Ground,,,,MegaDrive,MegaDrive,Gain Ground (World).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Gain Ground.mgl,_Waian's Picks/_All Games by Console/_Genesis/Gain Ground.mgl,a5017e44b5f470e0499f4a9b494385c567632864,
MegaDrive,Genesis,Galaxy Force II,Rail Shooters,,False,MegaDrive,MegaDrive,Galaxy Force II (World) (Rev B).md,,_Waian's Picks/_Top Games by Category/_Rail Shooters/Galaxy Force II (Genesis).mgl,,,_Waian's Picks/_Top Games by Console/_Genesis/Galaxy Force II.mgl,_Waian's Picks/_All Games by Console/_Genesis/Galaxy Force II.mgl,db1615fc239cb0ed9fdc792217964c33e1e700fc,
MegaDrive,Genesis,Gargoyles,,,,MegaDrive,MegaDrive,Gargoyles (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Gargoyles.mgl,_Waian's Picks/_All Games by Console/_Genesis/Gargoyles.mgl,2b76764ca1e5a26e406e42c5f8dbd5b8df915522,
MegaDrive,Genesis,Gemfire,,,,MegaDrive,MegaDrive,Gemfire (USA).md,,,,,_Waian's Picks/_Top Games by Console/_Genesis/Gemfire.mgl,_Waian's Picks/_All Games by Console/_Genesis/Gemfire.mgl,98da5fdec3147edb75210ccf662601e502e23c31,
